OBJECTID,ID,CODIGO_DANE,NOMBRE,ULTIMO_TIPO_ACTO_ADMIN,ULTIMO_NUMERO_ACTO_ADMIN,ULTIMA_FECHA_ACTO_ADMIN,AREA_TOTAL_ACTOS_ADMIN,ULTIMO_NUMERO_PLANO,PUEBLO,DEPARTAMENTO,MUNICIPIO,GlobalID
605,11722,SIN INFORMACION,Resguardo Indígena La Libertad,ACUERDO,375,2024/05/31 00:00:00+00,46,ACCTI 02323466281,ZENÚ,23,23466,{E3549BD7-A2A3-4E9A-9342-0CE4904F96C5}
606,10373,1285,Resguardo Indigrena de los parajes de Caranacoa-  Yuri -  Laguna Morocoto,RESOLUCION,0030,1986/04/30 00:00:00+00,45840,370053 de febrero de 1985,PUINAVE Y CURRIPACO,94,94001,{F1E737E3-E7D9-436C-B2B8-73E012099635}
607,10628,1625,Resguardo Indígena Pijao Barzaloza,RESOLUCION,0014,2001/06/28 00:00:00+00,96.0274,I-606.432 noviembre del 2000,PIJAO,73,73483,{149B86E8-4F7D-4FED-A987-F8A1D62917DF}
608,10287,1259,Resguardo Indígena Embera de La Raya,RESOLUCION,0038,1992/08/03 00:00:00+00,5350,P-466.225,EMBERA KATIO,27,27615,{B48A0432-2424-4C5C-A2D9-05050B737717}
609,10466,1329,Resguardo Indígena Caño Ovejas - Betania y Corocito,RESOLUCION,0139,1982/12/20 00:00:00+00,1720,G-198467,GUAHIBO,50,50577,{B75EC754-8BE0-4C0C-A3FF-B11440800B64}
610,10259,1227,Resguardo Indígena Waunana Chagpien -  Rio Tordo,RESOLUCION,264,2011/10/11 00:00:00+00,22981.4422,10-0-00417,WAUNANA,27,27250,{090F5A7C-7654-4184-B2AA-3BC78462CEAA}
611,11718,SIN ASIGNAR,Resguardo Indigena Centorgua,ACUERDO,320,2023/12/06 00:00:00+00,193.5895,ACCTI 0231235802119,ZENÚ,23,23580,{45BF7A52-472B-4153-9B98-6B2D5E991782}
612,10505,1345,Resguardo Indígena Awa de Guelmambi - Caraño,RESOLUCION,0044,1994/11/01 00:00:00+00,2590,P-466.318 de abril de 1994,AWA,52,52079,{9CBFAD32-B1D6-4603-8894-17CC98BAC7F2}
613,10589,1393,Resguardo Indígena Embera-Katio de La Cristalina,RESOLUCION,0113,1993/09/21 00:00:00+00,131.57,R-295.893,EMBERA KATIO,86,86320,{F54293EA-0796-4CEB-B8DE-E6A7C6582FAF}
614,10774,1489,Resguardo Indígena Saracure Y Rio Cada,RESOLUCION,5,1991/01/28 00:00:00+00,184620,P-466.057,GUAHIBO,99,99773,{5C695C0E-C94D-437B-A426-D7060F22B535}
615,10636,1789,Resguardo Indígena Chenche Buenavista,ACUERDO,0301,2013/04/17 00:00:00+00,187.891,10-0-00646A de Marzo de 2011,PIJAO,73,73217,{9D57DAD8-A807-4C75-ADF5-2B205941E396}
616,11082,1006,Resguardo Indígena Ticuna de El Vergel,ACUERDO,324,2023/12/18 00:00:00+00,44681.2119,ACCTI 024191012255,TICUNA,91,91001,{89B2FB6A-DE78-45D2-9593-CC364A8431A7}
617,10185,1157,Resguardo Indigena Paez de Kokonuco,RESOLUCION,41,2003/04/10 00:00:00+00,8735.7047,P-426.832,PAEZ,19,19585,{814EA7C3-4453-44AF-83F1-8481D8B76D9A}
618,10728,1749,Resguardo Indígena Nasa Embera Chami deLa Delfina,ACUERDO,502,2025/07/30 00:00:00+00,788.1311,ACCTI024761094147,EMBERA CHAMI,76,76109,{814406DF-E73A-4DB0-8520-33CA11E59919}
619,11088,SIN INFORMACION,Resguardo Indígena Cofán Villanueva del Pueblo Cofán,ACUERDO,380,2024/07/10 00:00:00+00,325.0569,ACCTI02386320390,COFÁN,86,86320,{A5DE750F-F44A-4297-A8D2-41A2EC928EBC}
620,10322,1236,Resguardo Indígena Embera-Catio del Rio Mumbu,RESOLUCION,0063,1983/09/21 00:00:00+00,3000,G-228718,EMBERA KATIO,27,27413,{955C6F7A-055F-458E-8F2E-0FA2D2B50F1A}
621,10262,1268,Resguardo Indígena Cuna del Rio Cuti,RESOLUCION,103,1982/07/27 00:00:00+00,244,B-131.443,CUNA,27,27006,{99CF81F4-F533-4ED2-9508-15047A4FFBF1}
622,10158,1116,Resguardo Indígena Tunebo de Chaparral y Barro Negro,RESOLUCION,64,1999/09/16 00:00:00+00,16824.48,Plano 264993 de marzo de 1985,U´WA TUNEBO,85,85125,{CE1BEF30-3B72-4C9F-BA6B-A4FD377508BC}
623,10160,1113,Resguardo Indígena Saliba de Macucuana,RESOLUCION,0011,1994/03/15 00:00:00+00,5743.75,P-198.340,SALIVA,85,85230,{3920CC5F-F726-40C9-9353-305EFBFD2CD9}
624,11213,1866,Resguardo Indígena Kanalitojo,ACUERDO,130,2020/08/27 00:00:00+00,1300.064,ACCTI  990016113,AMORUA SALIBA SIKUANI,99,99001,{3237A1D7-722A-4A88-AB74-0193C1CC72B7}
625,11611,,Resguardo Indígena Sindawa del pueblo Awá,ACUERDO,440,2024/12/19 00:00:00+00,532.5274,ACCTI02319533932,AWÁ,19,19533,{8FC0B9B1-BF4D-4B08-93E0-B133C0B3FBAE}
626,10556,1707,Resguardo Indígena Awa De Los Guaduales,RESOLUCION,0015,2003/07/22 00:00:00+00,291.4349,B-647.133,AWA,86,86320,{4927B92A-1E56-46E0-AAFF-FD6BFE88E6BE}
627,10078,1558,Resguardo Indígena Guahibo de Cajaros,RESOLUCION,0032,1999/05/31 00:00:00+00,232.1411,553-607 de marzo de 1999,GUAHIBO,81,81065,{4CE9F213-9903-4F8F-AD6B-FD5BCBE73D0D}
628,10202,1180,Resguardo Indígena Paez de Novirao,RESOLUCION,0070,1992/11/10 00:00:00+00,1053.9,P-393.021 / P-394.299 / P-466.276,PAEZ,19,19824,{EFD081DF-20FC-441C-856C-7B3574AB8B7C}
629,10001,1005,Resguardo Indígena De Arara,ACUERDO,325,2023/12/18 00:00:00+00,26292.3436,ACCTI 0241910012248,TICUNA,91,91001,{0752F277-97DD-4BF0-9DC9-EDF3E5A28BD1}
630,11095,SIN INFORMACION,Resguardo Indígena Alto Temblón del Pueblo Awa,ACUERDO,405,2024/11/07 00:00:00+00,255.0258,ACCTI02386320751,AWA,86,86320,{15B1ACC9-8ABD-402C-9DBC-8358EEBF0B2A}
631,10083,1053,Resguardo Indígena Macahuan (Cusay o La Colorada),RESOLUCION,93,1982/07/27 00:00:00+00,1261.2811,SIN INFORMACION,MACAHUAN,81,81794,{37A783E2-19D0-4192-8F61-461DBF487F94}
632,10292,1248,Resguardo Indígena Embera de Motordo,RESOLUCION,0061,1987/08/19 00:00:00+00,570,P-198.663,EMBERA,27,27001,{806E0629-3534-48ED-94A4-E4E617E04EC1}
633,10120,1095,Resguardo Indígena Huitoto - El Quince,RESOLUCION,0097,1982/07/27 00:00:00+00,1256.649,P-139978,HUITOTO,18,18756,{424D29E8-FF12-4A30-A9D1-71B73144E113}
634,10081,1514,Resguardo Indígena Uwa de Cibariza,RESOLUCION,0022,1998/07/29 00:00:00+00,36998.7,553256 de noviembre de 1996,U´WA,81,81300,{C143547F-2491-4E8F-AFC6-7C85204702CD}
635,10025,1038,Resguardo indígena Caiman Nuevo,ACUERDO,139,2020/12/04 00:00:00+00,8531.2994,ACCTI 05837551,CUNA,05,05490,{E03DC267-4689-4D7F-9AF7-CD9D3F17F8D8}
636,10729,1456,Resguardo Indígena Embera (Chami) de los Niasa,RESOLUCION,0017,1996/05/24 00:00:00+00,37.4437,G-536.355,EMBERA,76,76606,{68CF3F5A-9729-44BB-9984-CC754B55A5BE}
637,10044,1538,Resguardo Indígena Emebera Chami de La Mirla,RESOLUCION,4,2003/04/10 00:00:00+00,34.7666,I-651-427,EMBERA CHAMI,05,05789,{8DF12F04-E5AD-4C6A-915F-94CE285D658F}
638,10529,1747,Resguardo Indígena Awa de Planadas De Telembi,ACUERDO,0097,2007/02/15 00:00:00+00,3037.2051,4-3-1371,AWA,52,52678,{89E57700-1C92-42D4-82C2-59EA73CE9F19}
639,10271,1618,Resguardo Indígena Embera de El Piñal,RESOLUCION,0006,2001/02/20 00:00:00+00,2840.154,I-466.892,EMBERA,27,27077,{21B3966C-BBE2-4713-AE5B-53F927E03FD9}
640,10751,1783,Resguardo Indígena Guahibo de Chololobo Matatu,ACUERDO,417,2024/11/27 00:00:00+00,8597.1247,ACCTI 02499773815,SIKUANI,99,99773,{426B4C85-B9D5-42A2-840B-77496E7766CB}
641,10563,1399,Resguardo Indígena Inga-Calarca,RESOLUCION,0007,1996/05/24 00:00:00+00,5171.8903,G-421.154,INGA,86,86573,{C0AD8E0C-F736-4F37-879F-7E1F4C304743}
642,10660,1607,Resguardo Indígena Pijao de Lomas de Hilarco,RESOLUCION,259,2011/10/11 00:00:00+00,473.0309,I-606.319,PIJAO,73,73217,{8CA13E69-43FA-47DF-A4F3-19A5C1670624}
643,10703,1426,Resguardo Indígena Pijao de Totarco Tamarindo,RESOLUCION,0028,1996/08/14 00:00:00+00,185.4592,P-423.627,PIJAO,73,73217,{9DC537BF-3238-4200-BA79-96FB83BF2D2E}
644,10269,1217,Resguardo Indígena Katio-Embera del Paraje El Doce o Quebrada Borbollon,ACUERDO,253,2011/06/19 00:00:00+00,1277.361,10-0-00560 de diciembre del 2010,EMBERA KATIO,27,27245,{3284F618-6941-4864-AC18-603B525BA2FA}
645,11824,SIN INFORMACION,Resguardo Indígena Tsawilonia del pueblo Sikuani,ACUERDO,385,2024/08/13 00:00:00+00,9294.1055,ACCTI 02350568491,SIKUANI,50,50568,{EFBB5B61-D76E-49FF-B5D8-8990E661BCB6}
646,11477,,Resguardo Indígena Emberá Chami de Cartama,ACUERDO,482,2025/05/27 00:00:00+00,6.2032,ACCTI023177772187,EMBERA CHAMI,17,17777,{07D61592-3BC9-4A21-811F-15B679C514D5}
647,10725,1826,Resguardo Indígena Karabidrua,ACUERDO,0022,2017/06/27 00:00:00+00,43.2808,018019AE76122,EMBERA CHAMI,76,76122,{CB570FAF-9CAB-49CD-8BAB-F4987FDBB236}
648,10313,1202,Resguardo Indígena Embera de Puerto Libre del Rio Pepe,RESOLUCION,32,2003/07/22 00:00:00+00,2708.6692,i-466-905 p-198.865,EMBERA,27,27077,{C5B119E2-619C-41C6-AD83-00CF07F484D4}
649,10231,1183,Resguardo Indígena de Totoro,RESOLUCION,4,1991/01/28 00:00:00+00,3406.4526,P-466.093,PAEZ TOTORO,19,20621,{0DDC22B1-6A3E-41F7-90BE-C8A2F8CCE9F7}
650,10052,1519,Resguardo Indígena Embera de Nusido,RESOLUCION,0027,1998/07/29 00:00:00+00,258.832,I-569.717 DE MARZO DE 1998,EMBERA,05,05284,{93CEBD38-8E2F-4518-AD63-14152DD6DC9B}
651,10105,1583,Resguardo Indígena San Lorenzo del pueblo Emberá Chamí,ACUERDO,402,2024/10/30 00:00:00+00,5293.458,"ACCTI 02417614708
ACCTI 02417614710
ACCTI 02417614714",EMBERA KATIO,17,17614,{A766B1D1-AF12-47F5-B4DE-C34F8F7DFF0A}
652,10511,1779,Resguardo Indígena Ishu Awa,ACUERDO,371,2024/05/31 00:00:00+00,8456.1715,ACCTI 024523562278,AWA,52,52356,{7E9E2E43-9972-4FCF-9524-D54865F67C31}
653,10047,1767,Resguardo Indígena Zenú de Los Almendros,ACUERDO,199,2009/12/14 00:00:00+00,168.7569,10-0-00146,ZENÚ,05,05250,{276F178C-F5B5-43D5-9990-F72AAA3C71AB}
654,10527,1374,Resguardo Indígena Awa de Pingullo Sardinero,RESOLUCION,0144,1993/12/14 00:00:00+00,10400,P - 466.307,AWA,52,52612,{478496B1-6AEE-41A3-83DF-42781E2673CE}
655,11159,1855,Resguardo Indígena Pueblo Viejo Santa Rita La Mina,ACUERDO,79,2018/11/15 00:00:00+00,90,005211AE73067,PIJAO,73,73067,{3BEEC5AE-9115-4717-BF8E-A3443B5EFF2A}
656,10207,1782,Resguardo Indígena Papallaqta,RESOLUCION,180,2021/09/23 00:00:00+00,218.5358,ACCTI 19693977,YANACONA,19,19693,{DCFAF1E5-DF2E-4E4C-9686-B75E61DC636C}
657,10024,1729,Resguardo Indígena Embera Chami de Bernardino Panchi,ACUERDO,0043,2006/01/25 00:00:00+00,18.724,I-686.144 de agosto de 2003,EMBERA CHAMI,05,05576,{3A385615-8806-40EC-93F9-0DBDE14EC64B}
658,10736,1533,Resguardo Indígena Vania Chami de Argelia,RESOLUCION,0050,1998/11/30 00:00:00+00,90.6949,G-601-011,EMBERA CHAMI,76,76054,{E1E2A027-71CE-4651-84AF-B4253C78F13D}
659,10320,1250,Resguardo Indígena Embera del Rio Icho y Quebrada Baratuo,RESOLUCION,0021,1985/04/24 00:00:00+00,5342,G-198-572,EMBERA,27,27001,{F0AF2A73-075F-4F13-BF26-D59C222FC3C5}
660,11714,SIN INFORMACION,Resguardo Indígena Chimaluú,ACUERDO,373,2024/05/31 00:00:00+00,49.0892,ACCTI  02344430280,WAYÚU,44,44430,{77DCEFA2-1718-46CD-B4E6-9C94CBF58EC6}
661,10475,1331,Resguardo Indígena Maguaré,ACUERDO,0347,2014/12/16 00:00:00+00,46.7,012353AE50001 DE MAYO DE 2014,"UITOTO, TATUYO Y BORA",50,50001,{0204B22C-54EE-4524-9CEF-BD0EBA780BF6}
662,11053,,Resguardo Indígena Monaide Jitoma del pueblo Murui Muina,RESOLUCION,509,2025/08/20 00:00:00+00,29190.6867,ACCTI023865734073 ACCTI023865734128 ACCTI023865734129,,86,86571,{B1A45480-8699-461E-9FC9-93EE32AC6411}
663,10395,SIN ASIGNAR,Resguardo Indígena Pijao de Oro,RESOLUCION,259,2023/02/27 00:00:00+00,48.397,ACCTI 736751576,PIJAO,73,73675,{0F04E377-0762-4A09-A9BE-E46A479A8488}
664,10735,1454,Resguardo Indígena Triunfo Cristal Paez,RESOLUCION,112,2007/06/13 00:00:00+00,5767.276,10-0-00102,PAEZ,76,76275,{ADCE757D-6AF6-4A4B-A860-ED0DA3E91F1E}
665,10990,,Resguardo Indígena de Jenoy del pueblo Quillasinga,RESOLUCION,498,2025/07/30 00:00:00+00,28.5909,ACCTI023520014033,QUILLASINGA,52,52001,{47D741CF-4193-453F-AA1B-DE0F76208A1F}
666,10913,1902,Resguardo Indígena Intillagta (Hijos Del Sol),ACUERDO,208,2021/12/20 00:00:00+00,90.4738,ACCTI 415511251,YANACONA,05,44078,{3D271ECB-6A8B-492E-BC28-D04613C1B6B3}
667,10715,1226,Resguardo Indígena Waunana  de Burujon o La Unión-San Bernardo,RESOLUCION,0012,1983/05/03 00:00:00+00,6960,262714 de Junio de 1981,WAUNANA,76,76109,{095BA3A0-05C0-4882-82B2-F87E181C3399}
668,11579,,Resguardo Indígena Ebera Chami Eabidara,ACUERDO,464,2025/03/28 00:00:00+00,2360.1083,ACCTI 023195331038,EMBERA CHAMI,19,19533,{ADD3AC0F-1E4E-46C0-97EA-BD4661E78074}
669,10469,1335,Resguardo Indígena Salivas y Piapocos  de Corozal y Tapaojo,RESOLUCION,40,1983/07/21 00:00:00+00,10300,G-247001,Piapoco Saliva,50,50568,{7EE7DED9-6F66-4023-ABA1-FED5835D9CE0}
670,10675,1431,Resguardo Indígena Pijao de Pocharco,RESOLUCION,0026,1997/10/03 00:00:00+00,107.2253,I-578.247,PIJAO,73,73483,{EA4CA736-C041-4A2F-8723-4100C2DEB506}
671,10053,1645,Resguardo Indígena Zenú de Pablo Muera,RESOLUCION,0013,2002/12/10 00:00:00+00,2155.065,I-599-539,ZENÚ,05,05895,{A98F84D1-1C85-4D94-B411-67B0FC7FF1CC}
672,10600,1726,Resguardo Indígena Awa de San Andres - Las Vegas - Villa Union,RESOLUCION,0015,2005/06/30 00:00:00+00,1570.0395,10-0-00001,AWA,86,86569,{30B54866-CDB9-404A-9D74-32DF29C366DD}
673,10524,1373,Resguardo Indígena Awa de Pialapi - Pueblo Viejo - San Miguel - Yare,RESOLUCION,0001,1993/02/09 00:00:00+00,5276.675,P - 198.860,AWA,52,52612,{05725EA2-8828-4983-9822-4F3BFA6609F3}
674,11482,,Resguardo Indígena Ticuna Momaveza (Isla Mocagua),RESOLUCION,60,1983/09/21 00:00:00+00,2483.9176,ACCTI02491001758,TICUNA,91,91001,{BA12DA0A-3D26-48D8-84BD-2CA3F38F2949}
675,10485,1654,Resguardo Indígena Awa de  Alto Cartagena,RESOLUCION,0022,2002/12/10 00:00:00+00,3803.8488,I-630.402,AWA,52,52612,{26EAD957-2828-4D3E-B8EE-FE44C58930DE}
676,10279,1222,Resguardo Indígena Embera Guayabal de Partado,RESOLUCION,0054,1987/07/24 00:00:00+00,4376,P-198.645,EMBERA,27,27372,{C0ADFAD1-95AC-4110-8523-A70BAB165966}
677,10345,1231,Resguardo Indígena Waunana de Santa Maria De Pangala,RESOLUCION,0015,1987/02/18 00:00:00+00,9500,G-198.630,WAUNANA,27,27361,{E55BF1DB-9EEB-4002-A3A1-7A4695020395}
678,10289,1676,Resguardo Indígena Embera de Mamey De Dipurdu,RESOLUCION,0020,2003/04/10 00:00:00+00,205,I-630.415,EMBERA,27,27615,{C3F4FE55-0C21-4A2B-85CB-4180B367CEA4}
679,11559,SIN ASIGNAR,Resguardo Indígena Nasa Tkwima Thewë´Sx,ACUERDO,316,2023/12/06 00:00:00+00,10802.5528,ACCTI 0231863202144,NASA,86,86885,{4440BA28-AE71-44A4-B064-ACCFBA8F3345}
680,10341,1261,Resguardo Indígena Embera - Katio de los Ríos Salaqui-Pavarando,RESOLUCION,0015,1983/05/03 00:00:00+00,107000,P-198-502,EMBERA KATIO,27,27615,{0B9DE82B-E3F2-41A3-AD33-95F8C50B08B8}
681,10027,1025,Resguardo Embera Katio de Cañaverales - Antado,RESOLUCION,0003,1995/02/07 00:00:00+00,4770,P-466-332,EMBERA KATIO,05,05234,{EA002480-45AE-4FC1-B939-701E6F4BDAB3}
682,10224,1150,Resguardo Indígena Guayuyaco,DECRETO,12,1956/10/18 00:00:00+00,1260,SIN INFORMACION,INGA,19,19533,{4FC05518-BE48-4F2F-8B6C-AC3624283DDC}
683,10407,1506,Resguardo Indígena El Refugio,RESOLUCION,0005,1998/05/11 00:00:00+00,378.9775,587-006 y 448-205,DESANO YURITI CIRIANO,95,95001,{ED1F9069-7583-48CC-86C6-66265116B6F6}
684,10749,1498,Resguardo Indígena Guahibo-Amoruas Caño Mesetas - Dagua y Murciélago,ACUERDO,454,2024/12/19 00:00:00+00,98975.3178,ACCTI02499001949,GUAHIBO AMORRUA,99,99001,{367D4FA6-A0FF-4CDD-8263-73B43ABCE3A6}
685,11156,1894,Resguardo Indígena Chenche Agua Fria,ACUERDO,199,2021/11/30 00:00:00+00,47.0456,ACCTI 732171140,PIJAO,73,73217,{E5E8E5E3-7A1F-4183-8412-67057C0B938D}
686,10108,1021,Resguardo Indígena Andoke Del Paraje De Aduche,RESOLUCION,140,2020/12/04 00:00:00+00,188466.1738,ACCTI 18756602,ANDOQUE,18,18756,{8C02CEFC-2729-4495-AE92-2444EB715C7F}
687,10280,1234,Resguardo Indígena Embera de Hurtado y Tegavera,RESOLUCION,0072,1992/12/02 00:00:00+00,3225,P-466.277,EMBERA,27,27413,{E35CD49F-0D7D-4AC3-A2BD-4D376F5B1CC5}
688,10801,SIN ASIGNAR,Resguardo Indígena El Pando,RESOLUCION,296,2023/09/25 00:00:00+00,94.5196,ACCTI 05154566,ZENU,05,05154,{35857378-B17C-4DD4-AF6A-9C1423AB76E5}
689,10650,1545,Resguardo Indígena Pijao de Guasimal,RESOLUCION,0017,1999/05/05 00:00:00+00,66.669,I-605-029,PIJAO,73,73483,{D6DEB56F-5913-42AE-91C7-289556A427D0}
690,10632,1571,Resguardo Indígena Pijao Castilla Angosturas,RESOLUCION,0067,1999/09/16 00:00:00+00,412.462,I.579.526 de marzo de 1998,PIJAO,73,73217,{4D8C1992-8E82-44E3-9A82-459F89751F2B}
691,10435,1314,Resguardo Indígena Tama Del Caguan,RESOLUCION,0092,1989/11/07 00:00:00+00,953.1182,R-61.145,TAMAS,41,41615,{58B629FA-C578-4A13-BC0A-D9765F2DB666}
692,10255,1225,Resguardo Indígena Waunana de Buenavista,RESOLUCION,0054,1992/09/29 00:00:00+00,2469,P-456.232,WAUNANA,27,27361,{B5EDC86C-12D0-426D-959B-94823DD6E86D}
693,10174,1167,Resguardo Indígena de Guambia,RESOLUCION,7,2002/09/17 00:00:00+00,19157.8487,G-638.898,GUAMBIANO,19,19256,{11F0103D-BD4E-4447-927E-E13552252BE1}
694,10764,1481,Resguardo Indígena Guahibo de Merey - La Veraita,RESOLUCION,0042,1986/07/03 00:00:00+00,3107.5,P-198608,GUAHIBO,99,99001,{EE748A8A-1A04-44CB-9C0D-C4AF342D47E5}
695,10470,1337,Resguardo Indígena El Tigre,RESOLUCION,257,2011/09/27 00:00:00+00,47063.3065,10-0-00676 de Junio de 2010,GUAHIBO,50,50568,{281A07D2-215F-47F6-A9D4-83D01D97CBE6}
696,10379,1290,Resguardo Indígena de la Cuenca Media Y Alta del Rio Inirida,RESOLUCION,84,1989/09/26 00:00:00+00,2762500,P-198.898,"PUINAVE, CURRIPACO, NUKAK MAKU",GUAINIA,94888,{0CC03591-2765-48B6-854B-85C41BA3D67E}
697,10100,1051,Resguardo Indígena San Jose De Lipa o Caño Colorado,RESOLUCION,48,1994/11/29 00:00:00+00,3767.9904,552.478,MACAHUAN,81,81001,{884CC4AF-E316-4D08-9B74-F5D193B123F9}
698,10121,1096,Resguardo Indígena Coreguaje de El Triunfo,RESOLUCION,0052,1992/09/29 00:00:00+00,187.8,P-466.255 Abril del 1992,COREGUAJE,18,18756,{D6D09E55-3BAC-4C47-BBA8-BDFC85662013}
699,10186,1696,Resguardo Indígena Paez de La Cilia o La Calera,RESOLUCION,0004,2003/07/22 00:00:00+00,43.657,P-555391,PAEZ,19,19455,{58831797-3E5E-4C1A-86FF-F6705C1FAC19}
700,10179,1136,Resguardo Indígena Nasa de Chimborazo,ACUERDO,0316,2013/11/12 00:00:00+00,2136,000177PS19473 de noviembre de 2012,NASA,19,19473,{C7A79B5D-E632-42FE-A536-192F8A8F439D}
701,10170,1819,Resguardo Indígena Yanacona El Moral,RESOLUCION,0376,2015/09/21 00:00:00+00,41.8451,017397AE19392,YANACONA,19,19392,{E1A1E91B-4696-4758-8A1E-4FD2BA280098}
702,10753,1473,Resguardo Indígena Piapoco de Flores-Sombrero,RESOLUCION,0146,1993/12/14 00:00:00+00,20310,P-466.037,PIAPOCO,99,99001,{6C9A5132-E6A5-465F-9803-E8F8C5D7F26D}
703,10340,1675,Resguardo Indígena Embera Katio de Sabaletera San Onofre y El Tigre,RESOLUCION,19,2003/04/10 00:00:00+00,2053.3573,I-630.283,EMBERA KATIO,27,27491,{20CCC8E5-E9FC-4C18-84C8-6D6590405A8F}
704,10547,1820,Resguardo Indígena Kuitua,RESOLUCION,0377,2015/09/21 00:00:00+00,556.4093,017280AE54820 de marzo de 2015,U´WA,54,54820,{741C745C-B336-47C3-8A8F-5EB68DBF1A03}
705,10481,1332,Resguardo Indígena Paez de Villa Lucia,ACUERDO,360,2024/04/29 00:00:00+00,5490.7479,ACCTI 02450330228,PAEZ,50,50330,{B00CCB1C-5E1E-411D-8809-41E744F33420}
706,10471,1342,Resguardo Indígena Achagua y Piapoco (El Turpial La Victoria (Umapo)),RESOLUCION,52,1983/07/21 00:00:00+00,4838.4125,SIN INFORMACION,ACHAGUA  PIAPOCO,50,50573,{60EEC1C4-06D2-4A47-9A16-D3D8A5FCCB90}
707,10762,1500,"Resguardo Indígena Guahibo o Sicuani asentada en el Paraje La Llanura (Poblados La Llanura, La Florida, La Campaña, Piñalito Y Miralindo)",RESOLUCION,511,2025/08/20 00:00:00+00,104513.0924,ACCTI024995244132,GUAHIBO SICUANI,99,99624,{30647287-D0DF-404E-B923-BCC191D93F46}
708,10465,1328,Resguardo Indígena Guahibo Del Paraje De Caño Jabon,ACUERDO,326,2023/12/18 00:00:00+00,9409.9711,ACCTI 0241503252249,GUAHIBO,50,50577,{D670E3E5-4CD3-4C32-8A5F-F3D144FB4259}
709,10745,1493,Resguardo Indígena Campo Alegre y Ripialito,ACUERDO,447,2024/12/19 00:00:00+00,14604.9281,ACCTI02499524940,GUAHIBO,99,99524,{0542EC3B-1376-4233-B248-9E2F4CDB7E53}
710,11113,,Resguardo Indígena Emberá Chamí de Quinchía,ACUERDO,438,2024/12/19 00:00:00+00,6.7651,ACCTI02366594929,EMBERA CHAMI,66,66594,{AD4B3495-EB6C-4937-9911-B65F307EF726}
711,10014,1572,Resguardo Indígena Ticuna y Cocama de Puerto Triunfo,ACUERDO,478,2025/05/27 00:00:00+00,19365.9409,ACCTI024910012183,TICUNA Y COCAMA,91,91001,{0CC57547-D4A1-4B03-99C9-FEE3627C50DF}
712,10921,1868,Resguardo Indígena Tamaquito II,ACUERDO,104,2019/11/28 00:00:00+00,299.8368,210-55482,WAYUU,44,44078,{3D6AC7F0-95BE-4580-A946-365BB9BCD5BD}
713,11147,,Resguardo Indígena El Floral del pueblo Pijao,ACUERDO,472,2025/04/30 00:00:00+00,48.64,ACCTI023732171397,PIJAO,73,73217,{833A9C46-D4C7-4194-A25C-D43041ED9362}
714,10689,1770,Resguardo Indígena Pijao Rincon Velu,ACUERDO,0236,2010/12/23 00:00:00+00,81.4525,00-0-00170,PIJAO,73,73483,{F8B5C10E-58DB-4FFA-A5DF-F31D89467034}
715,10864,1873,Resguardo Indígena Nuevo Horizonte,ACUERDO,135,2020/10/26 00:00:00+00,62.0793,ACCTI 19473528,KIZGO,19,19473,{2E71E0CB-0526-44D0-9F19-3A9AEA97ACA9}
716,10553,1710,Resguardo Indígena Paez de Alto Lorenzo,RESOLUCION,0018,2003/07/22 00:00:00+00,1377.737,B-647.132,PAEZ,86,86568,{34A2A5C7-20B0-44EE-A13F-C3BE25389BAB}
717,10096,1515,Resguardo Indígena Uwa de Playas De Bojaba,RESOLUCION,0023,1998/07/29 00:00:00+00,931.8865,553-299,U´WA,81,81736,{7A08093C-5513-4A37-A95F-8176472DAADB}
718,10109,1076,Resguardo Indígena Coreguaje de Aguanegra,RESOLUCION,46,2006/01/25 00:00:00+00,2042.6081,B-196.507,COREGUAJE,18,18460,{291AAFC0-808A-4D5D-9E9E-E009FE6C5F82}
719,10178,1560,Resguardo Indígena Eperara-Siapidara de Isla Del Mono,DECRETO,0034,1999/05/31 00:00:00+00,1560.499,P466-794,EPERARA SIAPIDARA,76,76109,{B6989BD3-E198-4940-ADBB-E52906455C9B}
720,11706,SIN INFORMACION,Resguardo Indígena La Bandera del Pueblo Pijao,ACUERDO,379,2024/07/10 00:00:00+00,18.5746,ACCTI02373504389,PIJAO,73,73504,{6925EE50-53EF-44C5-B81F-58A03D880328}
721,10526,1564,Resguardo Indígena Awa  de Piguambi Palangala,RESOLUCION,0038,1999/05/31 00:00:00+00,500.1884,P-466.805,AWA,52,52835,{9FB5BCDB-80F1-405C-864A-F723CDD5D84B}
722,10338,1219,Resguardo Indígena Embera-Chami de Sabaleta,RESOLUCION,314,2023/11/30 00:00:00+00,1515.0201,ACCTI 241272452228,EMBERA KATIO,27,27245,{01034AE1-1311-47B6-8850-78F77C5272A9}
723,10606,1724,Resguardo Indígena Awa de Selva Verde,RESOLUCION,0014,2005/06/30 00:00:00+00,247.5953,10-0-00002,AWA,86,86320,{A27F660A-F618-47B9-B3CC-A8271DE1EC87}
724,10339,1263,Resguardo Indígena Embera-Katio (Chami) Cope Del Rio Ingara,RESOLUCION,6,2002/02/27 00:00:00+00,268.8717,G-601.862 de junio de 2000,EMBERA KATIO,27,27660,{719602FE-C89A-4C8F-B92B-BDA7DB14E140}
